Order_ID,Customer_ID,Restaurant_Name,Food_Category,Order_Amount,Delivery_Time_Minutes,Payment_Mode,Customer_Rating,Promo_Used,Order_Date,Delivery_Area
5112,659,Biryani Hause,Biryani,300,40,Wallet,1,Yes,3/31/2023,Zone 1
2669,929,Taco Land,Pizza,250,45,Wallet,4,No,3/12/2023,Zone 3
2133,213,BurgerTown,Burger,500,30,Card,3,Yes,3/26/2023,Zone 3
5142,680,Biryani Hause,Sushi,300,50,Cash,2,Yes,1/17/2023,Zone 3
1271,237,Tacoland,Pizza,150,50,Wallet,4,Yes,3/10/2023,Zone 1
4387,632,Pizzahub,Pizza,150,35,Wallet,5,Yes,1/13/2023,Zone 3
4481,878,Biryani House,Pizza,300,25,Wallet,4,Yes,1/20/2023,Zone 3
4373,480,Pizza Hub,Pizza,300,40,Cash,2,Yes,3/29/2023,Zone 2
4505,215,Pizza Hub,Sushi,,25,Cash,3,Yes,3/28/2023,Zone 1
2443,358,PizzaHub,Pizza,500,25,Wallet,1,No,1/23/2023,Zone 2
4997,826,Biryani House,Biryani,200,30,Card,5,No,1/22/2023,Zone 3
1979,853,Pizzahub,Pizza,,35,Wallet,4,No,3/19/2023,Zone 2
1836,464,Tacoland,Sushi,250,45,Card,4,No,2/1/2023,Zone 2
4933,149,Pizzahub,Biryani,250,40,Card,2,No,3/4/2023,Zone 2
2510,202,Tacoland,Taco,150,30,Card,3,Yes,3/14/2023,Zone 3
3108,958,Tacoland,Biryani,,45,Card,5,Yes,3/7/2023,Zone 3
1321,442,Biryani House,Burger,300,45,Cash,2,No,2/23/2023,Zone 2
4956,985,Tacoland,Biryani,500,25,Cash,3,Yes,3/9/2023,Zone 2
5862,789,Pizzahub,Burger,150,50,Card,4,No,3/4/2023,Zone 1
2996,398,Pizzahub,Taco,250,20,Card,6,No,1/14/2023,Zone 1
1323,108,Sushi Place,Sushi,150,30,Card,6,No,2/18/2023,Zone 1
1819,231,BurgerTown,Biryani,200,,Wallet,3,No,3/4/2023,Zone 2
4719,210,Taco Land,Biryani,150,30,Card,1,No,3/9/2023,Zone 3
1998,876,Burger Town,Pizza,150,25,Cash,4,Yes,1/1/2023,Zone 3
5184,812,Biryani House,Sushi,200,40,Card,4,Yes,2/21/2023,Zone 1
5508,817,BurgerTown,Pizza,250,45,Wallet,3,Yes,3/30/2023,Zone 1
2343,433,Tacoland,Pizza,200,40,Cash,3,No,2/19/2023,Zone 1
5436,401,Tacoland,Taco,500,35,Card,4,No,3/27/2023,Zone 1
5004,334,SushiPlace,Biryani,250,50,Wallet,2,Yes,3/30/2023,Zone 2
3528,202,Biryani House,Burger,300,40,Cash,4,No,1/30/2023,Zone 1
2401,510,Biryani House,Sushi,200,25,Cash,2,Yes,1/15/2023,Zone 2
1424,154,PizzaHub,Pizza,200,20,Card,3,Yes,3/27/2023,Zone 1
3810,822,PizzaHub,Taco,150,40,Card,3,No,3/25/2023,Zone 3
5173,222,Pizza Hub,Pizza,150,25,Wallet,5,Yes,3/6/2023,Zone 1
3056,834,Biriyani Hause,Biryani,250,20,Card,1,No,1/8/2023,Zone 1
5486,357,BurgerTown,Biryani,500,30,Wallet,3,Yes,3/30/2023,Zone 3
5648,747,BiryaniHouse,Biryani,500,20,Cash,3,Yes,2/13/2023,Zone 3
4959,714,Sushi Place,Biryani,250,25,Cash,,Yes,2/7/2023,Zone 1
2994,688,PizzaHub,Taco,200,25,Wallet,3,No,2/18/2023,Zone 3
1460,759,Biryani House,Taco,150,45,Wallet,3,No,2/15/2023,Zone 2
4737,510,Taco Land,Taco,500,45,Cash,2,No,3/25/2023,Zone 3
2514,856,Taco Land,Burger,200,35,Wallet,2,No,2/1/2023,Zone 2
5731,783,PizzaHub,Burger,200,25,Wallet,5,No,2/14/2023,Zone 2
2521,878,PizzaHub,Pizza,150,40,Card,5,No,2/5/2023,Zone 1
5231,438,BiryaniHouse,Sushi,200,50,Cash,3,No,3/29/2023,Zone 1
2452,165,SushiPlace,Burger,150,25,Card,4,No,3/25/2023,Zone 3
1763,228,SushiPlace,Pizza,150,50,Card,4,Yes,3/2/2023,Zone 3
4329,298,Biriyani Hause,Sushi,500,30,Card,1,No,3/29/2023,Zone 1
2230,400,Sushi Place,Sushi,250,25,Card,,No,3/3/2023,Zone 1
4512,506,Sushi Place,Pizza,200,30,Cash,3,No,2/24/2023,Zone 2
5671,969,BurgerTown,Sushi,300,45,Card,2,No,3/8/2023,Zone 3
1481,985,PizzaHub,Biryani,500,35,Wallet,3,No,2/28/2023,Zone 1
3563,220,Taco Land,Sushi,,35,Card,5,No,1/13/2023,Zone 3
1017,514,PizzaHub,Burger,,,Cash,2,Yes,3/10/2023,Zone 2
5846,891,Biriyani Hause,Biryani,,,Cash,4,No,2/27/2023,Zone 3
4287,477,Taco Land,Sushi,500,40,Wallet,3,No,3/2/2023,Zone 2
5293,469,Pizzahub,Taco,250,20,Cash,1,Yes,1/23/2023,Zone 2
3657,891,Biryani House,Pizza,300,20,Wallet,1,No,3/16/2023,Zone 1
3610,503,Pizzahub,Taco,300,25,Card,3,Yes,1/21/2023,Zone 3
4429,388,BurgerTown,Pizza,500,25,Cash,1,No,1/22/2023,Zone 2
1557,498,Taco Land,Pizza,500,35,Cash,3,Yes,3/5/2023,Zone 1
1931,560,Tacoland,Taco,500,35,Wallet,1,Yes,1/8/2023,Zone 3
3523,598,Taco Land,Pizza,300,35,Wallet,5,No,3/9/2023,Zone 2
1686,141,Burger Town,Sushi,500,45,Wallet,2,Yes,1/31/2023,Zone 1
5022,805,Sushi Place,Biryani,300,25,Card,4,Yes,2/15/2023,Zone 2
3551,855,BurgerTown,Taco,150,40,Card,3,Yes,3/19/2023,Zone 1
5169,307,Tacoland,Sushi,500,30,Card,6,No,2/8/2023,Zone 1
3622,234,Biryani Hause,Pizza,200,20,Wallet,3,No,2/25/2023,Zone 1
2731,719,PizzaHub,Biryani,150,40,Card,1,No,3/27/2023,Zone 2
2675,984,Biriyani Hause,Sushi,150,35,Card,4,No,2/24/2023,Zone 2
3140,610,PizzaHub,Burger,250,40,Wallet,5,Yes,2/10/2023,Zone 1
3507,948,BiryaniHouse,Taco,200,40,Card,2,No,1/29/2023,Zone 2
4978,363,Taco Land,Biryani,500,25,Card,4,No,1/12/2023,Zone 2
3947,100,Pizza Hub,Pizza,250,40,Card,5,No,2/14/2023,Zone 3
5538,453,Pizza Hub,Biryani,150,30,Card,3,No,1/3/2023,Zone 1
1407,868,Pizza Hub,Biryani,300,35,Card,2,No,3/24/2023,Zone 1
1281,213,PizzaHub,Taco,150,30,Wallet,4,Yes,1/11/2023,Zone 3
3843,589,Burger Town,,300,35,Card,2,No,3/1/2023,Zone 1
1441,695,Taco Land,Biryani,300,45,Wallet,2,Yes,3/9/2023,Zone 2
5718,955,Biriyani Hause,Taco,500,,Card,3,No,1/29/2023,Zone 2
4579,999,BurgerTown,Burger,300,20,Wallet,3,Yes,1/20/2023,Zone 3
5355,226,Pizza Hub,,200,40,Wallet,3,No,2/23/2023,Zone 2
3766,722,Biryani House,Biryani,250,35,Wallet,4,No,3/8/2023,Zone 1
4003,219,Biryani House,Pizza,300,30,Wallet,4,Yes,1/31/2023,Zone 3
4574,693,Pizza Hub,Taco,250,25,Wallet,3,Yes,1/5/2023,Zone 2
3480,658,PizzaHub,Taco,300,30,Cash,5,No,1/9/2023,Zone 1
2336,601,Pizza Hub,Burger,300,30,Card,,No,1/3/2023,Zone 1
1855,354,Biryani House,Taco,150,35,Wallet,2,No,2/4/2023,Zone 2
1612,976,Biryani House,Sushi,300,45,Cash,4,No,3/15/2023,Zone 3
5421,293,Taco Land,Burger,150,30,Cash,2,No,2/5/2023,Zone 1
3360,737,BiryaniHouse,Taco,250,40,Cash,4,No,1/5/2023,Zone 2
3620,194,Biryani Hause,Biryani,300,,Wallet,3,No,3/2/2023,Zone 1
3721,821,BurgerTown,Pizza,300,30,Cash,4,No,3/3/2023,Zone 2
3684,628,Burger Town,Burger,200,50,Cash,5,Yes,3/21/2023,Zone 2
4465,661,Biryani Hause,Biryani,150,35,Wallet,2,No,2/25/2023,Zone 3
4323,289,Biryani Hause,Burger,500,30,Card,3,No,1/1/2023,Zone 2
5418,894,Biryani Hause,Biryani,500,30,Wallet,2,Yes,3/22/2023,Zone 2
4082,641,Biryani Hause,Sushi,500,40,Wallet,3,Yes,3/31/2023,Zone 1
2764,623,Burger Town,Burger,,35,Wallet,2,No,2/24/2023,Zone 1
2795,280,SushiPlace,Sushi,,20,Card,4,No,1/15/2023,Zone 3
2968,991,BiryaniHouse,Burger,,25,Wallet,4,Yes,2/21/2023,Zone 2
1731,812,Biriyani Hause,Pizza,300,40,Cash,4,Yes,2/15/2023,Zone 1
5386,531,BiryaniHouse,Pizza,150,50,Cash,4,Yes,3/5/2023,Zone 3
4365,368,Pizzahub,Sushi,300,45,Wallet,4,No,1/25/2023,Zone 2
4377,719,Pizza Hub,Biryani,200,40,Wallet,3,Yes,2/18/2023,Zone 1
5951,745,Biryani House,Burger,300,35,Card,1,No,2/15/2023,Zone 2
5761,825,BiryaniHouse,,200,20,Wallet,1,Yes,3/19/2023,Zone 2
1194,160,Burger Town,Pizza,500,40,Cash,3,No,3/9/2023,Zone 3
4082,420,Burger Town,Pizza,150,45,Card,2,No,1/23/2023,Zone 1
1757,121,Biriyani Hause,Sushi,200,25,Cash,3,No,3/10/2023,Zone 3
2305,724,Taco Land,Biryani,500,40,Cash,5,No,1/7/2023,Zone 1
5451,543,Biriyani Hause,Burger,200,35,Wallet,4,No,2/12/2023,Zone 1
4651,620,Biryani House,Sushi,250,40,Cash,1,Yes,2/11/2023,Zone 3
4393,652,Biriyani Hause,Taco,150,30,Cash,5,No,1/23/2023,Zone 1
3567,311,BurgerTown,Pizza,200,45,Wallet,3,No,1/23/2023,Zone 2
1454,980,Biriyani Hause,Pizza,500,35,Cash,5,No,1/10/2023,Zone 2
2891,944,Pizzahub,Pizza,250,45,Wallet,4,No,1/4/2023,Zone 1
4751,173,Burger Town,Sushi,150,25,Card,1,Yes,2/26/2023,Zone 1
4026,207,Taco Land,Pizza,300,50,Cash,1,No,2/21/2023,Zone 1
3185,212,PizzaHub,Taco,150,25,Cash,1,No,3/20/2023,Zone 3
3216,747,Burger Town,Taco,150,20,Card,2,No,1/23/2023,Zone 1
2513,140,Biryani Hause,Pizza,150,45,Cash,4,No,2/26/2023,Zone 3
1744,955,Sushi Place,Pizza,250,20,Card,2,No,3/14/2023,Zone 1
4116,671,Pizzahub,Pizza,150,35,Card,4,No,2/26/2023,Zone 3
1604,472,Biryani Hause,Taco,150,30,Wallet,4,No,2/18/2023,Zone 3
4047,772,Pizza Hub,Sushi,300,,Card,1,No,2/3/2023,Zone 3
2132,714,Biryani Hause,Taco,500,35,Cash,3,Yes,2/3/2023,Zone 1
3621,571,Biryani House,Sushi,500,20,Wallet,1,No,1/30/2023,Zone 1
5343,843,Biryani Hause,Pizza,300,45,Wallet,1,Yes,3/13/2023,Zone 2
4831,951,Burger Town,Biryani,300,35,Wallet,2,No,3/23/2023,Zone 3
4086,608,Burger Town,Taco,500,45,Wallet,1,Yes,3/20/2023,Zone 2
3878,719,BiryaniHouse,Burger,250,50,Card,1,Yes,2/8/2023,Zone 3
1924,235,Biryani House,Sushi,500,35,Cash,3,No,1/10/2023,Zone 1
3640,145,Biryani House,,,25,Cash,5,Yes,2/25/2023,Zone 3
3800,924,PizzaHub,Biryani,500,20,Cash,5,No,3/23/2023,Zone 3
4224,834,Sushi Place,Pizza,500,30,Cash,3,Yes,1/30/2023,Zone 1
2150,158,BurgerTown,Burger,250,35,Cash,1,Yes,2/22/2023,Zone 3
3191,367,BiryaniHouse,Burger,200,25,Card,4,No,1/30/2023,Zone 2
3512,788,Pizzahub,Biryani,500,20,Wallet,2,No,3/24/2023,Zone 2
1639,674,Biriyani Hause,,300,50,Cash,5,No,2/8/2023,Zone 3
5590,729,Tacoland,Biryani,200,35,Cash,3,Yes,1/19/2023,Zone 1
4054,786,Biriyani Hause,Biryani,250,40,Card,1,Yes,3/24/2023,Zone 3
4668,111,Biryani House,Burger,,20,Card,3,Yes,1/13/2023,Zone 2
2771,758,Taco Land,Biryani,300,20,Wallet,4,No,1/14/2023,Zone 3
5981,843,Pizza Hub,Burger,500,25,Wallet,5,No,2/11/2023,Zone 3
5245,661,Pizza Hub,Pizza,250,35,Card,4,No,1/14/2023,Zone 1
1544,505,Pizzahub,Pizza,300,25,Card,3,Yes,2/5/2023,Zone 3
2639,899,Burger Town,Burger,200,40,Cash,4,No,1/9/2023,Zone 3
2594,128,Biriyani Hause,Pizza,250,20,Wallet,4,Yes,1/24/2023,Zone 1
5584,571,Tacoland,Biryani,250,35,Cash,2,No,1/12/2023,Zone 3
3838,706,Taco Land,,,50,Wallet,2,No,1/29/2023,Zone 2
5149,448,Taco Land,Sushi,300,25,Card,4,No,2/6/2023,Zone 1
3009,874,SushiPlace,Burger,300,35,Wallet,,No,3/3/2023,Zone 3
1330,161,SushiPlace,Biryani,,25,Wallet,2,No,3/1/2023,Zone 1
3543,238,Biriyani Hause,Sushi,250,50,Cash,2,No,2/24/2023,Zone 3
3944,569,SushiPlace,Sushi,250,30,Wallet,2,No,2/6/2023,Zone 1
4875,937,Biryani Hause,,150,25,Cash,1,No,1/17/2023,Zone 2
1881,172,BiryaniHouse,Pizza,250,20,Wallet,3,No,1/24/2023,Zone 1
4155,659,Biryani Hause,Burger,,45,Wallet,3,No,1/25/2023,Zone 1
5679,148,Burger Town,Biryani,300,40,Wallet,3,No,2/8/2023,Zone 2
4573,370,Sushi Place,Sushi,500,20,Card,5,No,2/25/2023,Zone 1
5982,850,Sushi Place,Burger,500,25,Wallet,,No,1/25/2023,Zone 2
4406,785,Biryani House,Burger,150,30,Cash,1,Yes,2/20/2023,Zone 3
4101,526,PizzaHub,Pizza,200,50,Card,,Yes,2/11/2023,Zone 3
1293,873,Burger Town,Taco,250,25,Wallet,4,No,2/14/2023,Zone 1
5097,946,Biriyani Hause,Sushi,300,45,Cash,2,Yes,1/17/2023,Zone 2
1133,337,BiryaniHouse,Pizza,250,25,Card,5,Yes,3/5/2023,Zone 1
3637,965,Sushi Place,Biryani,500,40,Cash,3,Yes,2/25/2023,Zone 3
1609,734,Biriyani Hause,Pizza,500,45,Card,4,Yes,3/21/2023,Zone 2
5725,256,SushiPlace,Taco,250,35,Cash,2,No,1/29/2023,Zone 1
5550,517,Biryani Hause,Biryani,300,20,Wallet,1,No,1/18/2023,Zone 3
3490,654,Pizza Hub,Biryani,300,35,Cash,3,No,1/31/2023,Zone 1
5501,215,Burger Town,Sushi,150,45,Card,2,Yes,2/10/2023,Zone 3
4358,564,BiryaniHouse,Burger,300,45,Cash,5,No,1/20/2023,Zone 2
1464,908,BiryaniHouse,Sushi,500,40,Cash,1,No,1/9/2023,Zone 3
4230,771,Tacoland,Burger,250,35,Wallet,5,No,3/27/2023,Zone 3
4084,131,Burger Town,,250,40,Cash,2,Yes,1/8/2023,Zone 1
4539,623,Biryani Hause,Burger,500,35,Card,4,No,2/2/2023,Zone 3
4622,273,Tacoland,Pizza,500,,Card,1,No,2/22/2023,Zone 2
2378,636,BurgerTown,Burger,300,,Cash,1,No,1/1/2023,Zone 2
2543,259,SushiPlace,Pizza,500,40,Cash,5,No,2/17/2023,Zone 3
3666,115,Biriyani Hause,Biryani,150,40,Card,5,Yes,1/17/2023,Zone 2
1014,857,PizzaHub,Sushi,250,50,Cash,5,Yes,2/19/2023,Zone 3
5721,371,SushiPlace,Pizza,300,25,Card,3,No,3/14/2023,Zone 3
5736,499,PizzaHub,Taco,500,30,Wallet,3,No,1/18/2023,Zone 3
5576,833,BiryaniHouse,Pizza,200,40,Wallet,1,No,3/28/2023,Zone 3
2061,265,Taco Land,Biryani,250,50,Card,3,No,3/16/2023,Zone 1
5541,134,SushiPlace,Biryani,300,45,Cash,1,No,2/21/2023,Zone 3
3574,248,Tacoland,Taco,,25,Cash,5,No,2/24/2023,Zone 2
1892,416,Burger Town,,200,50,Cash,4,Yes,3/21/2023,Zone 2
1361,732,BiryaniHouse,Taco,300,50,Cash,3,No,2/18/2023,Zone 3
2105,259,Biryani Hause,Burger,,30,Wallet,1,Yes,3/11/2023,Zone 1
5645,262,Tacoland,Taco,200,40,Wallet,4,No,1/5/2023,Zone 2
3270,410,Pizza Hub,Pizza,150,40,Wallet,2,Yes,2/18/2023,Zone 1
2427,209,Pizza Hub,,300,25,Cash,4,No,3/22/2023,Zone 1
3490,634,Biryani House,Sushi,150,30,Cash,5,No,3/18/2023,Zone 3
4078,525,Pizza Hub,Burger,500,20,Card,1,No,2/7/2023,Zone 1
4940,535,Biryani Hause,Sushi,500,30,Cash,3,No,1/3/2023,Zone 3
3010,494,BiryaniHouse,Burger,300,50,Cash,3,No,1/9/2023,Zone 3
4655,985,Pizza Hub,Sushi,200,45,Card,2,No,1/16/2023,Zone 1
1845,585,Biryani Hause,Taco,250,45,Card,6,No,3/1/2023,Zone 3
3289,485,Burger Town,Burger,500,25,Cash,2,Yes,2/19/2023,Zone 2
4918,941,Tacoland,Biryani,500,40,Cash,1,Yes,2/4/2023,Zone 1
4937,212,Biriyani Hause,Burger,200,35,Wallet,3,Yes,1/14/2023,Zone 1
4200,128,Biriyani Hause,Pizza,200,30,Card,,No,1/17/2023,Zone 2
2128,293,Pizzahub,Sushi,150,35,Cash,2,No,1/15/2023,Zone 3
2662,992,Sushi Place,Biryani,150,50,Wallet,5,Yes,2/16/2023,Zone 3
3654,267,BurgerTown,Burger,200,30,Wallet,3,No,3/19/2023,Zone 3
3213,604,Biryani House,Pizza,150,40,Cash,3,Yes,3/28/2023,Zone 3
5947,593,PizzaHub,Sushi,250,20,Wallet,3,Yes,2/4/2023,Zone 3
2794,798,Sushi Place,Sushi,250,45,Card,4,Yes,1/25/2023,Zone 1
2248,736,Sushi Place,Pizza,150,50,Wallet,3,Yes,2/23/2023,Zone 2
5610,616,Pizzahub,Pizza,,50,Cash,4,Yes,1/8/2023,Zone 3
5955,732,Burger Town,Sushi,200,20,Card,3,No,1/24/2023,Zone 3
4034,719,Biryani House,Sushi,500,40,Wallet,2,No,1/27/2023,Zone 2
5462,340,Pizzahub,Burger,250,50,Wallet,3,Yes,3/30/2023,Zone 2
4310,613,Biriyani Hause,Burger,150,35,Wallet,1,No,2/28/2023,Zone 2
1672,601,BiryaniHouse,Pizza,300,50,Wallet,3,No,1/17/2023,Zone 3
5050,771,Pizzahub,Pizza,300,30,Wallet,5,No,2/8/2023,Zone 2
3999,910,Biriyani Hause,Sushi,300,35,Wallet,5,Yes,1/23/2023,Zone 2
3425,803,Taco Land,Sushi,500,50,Card,3,Yes,2/10/2023,Zone 1
2312,617,Burger Town,Sushi,150,40,Card,4,No,1/10/2023,Zone 3
4486,532,BiryaniHouse,Pizza,200,30,Card,3,No,2/22/2023,Zone 3
5867,122,Pizza Hub,Burger,,35,Card,2,No,2/18/2023,Zone 3
2759,620,Biryani Hause,Taco,250,45,Cash,3,Yes,1/22/2023,Zone 3
2871,484,Tacoland,Burger,150,40,Card,3,No,3/8/2023,Zone 2
5976,634,Pizza Hub,Pizza,200,45,Cash,3,No,1/6/2023,Zone 2
4178,861,Sushi Place,Pizza,500,35,Cash,1,No,1/30/2023,Zone 1
2755,262,SushiPlace,Taco,200,,Wallet,4,Yes,3/2/2023,Zone 1
3159,254,BurgerTown,Taco,300,25,Cash,2,No,3/3/2023,Zone 1
2557,274,Biriyani Hause,Biryani,500,45,Cash,4,No,1/10/2023,Zone 2
