Gene,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20
Gene_13,6.791031947043047,5.090612545205261,7.402794310936099,4.5981489372077196,6.586857094,8.190455625809978,5.009463674869312,5.433702270397228,6.099651365087642,5.496524345883801,8.503171791,5.516015660399447,6.699212438671987,4.392358689476803,5.7203872800953235,5.872800616017557,6.472815069927832,3.277545859008061,6.166140613078331,4.850258544632107
Gene_14,4.449336568933868,6.068562974806027,4.937696286273895,6.473592430635182,5.080575765766197,7.549934405,5.216746707663763,5.677938483794325,6.813517217,4.769135683566045,6.3243457111949235,4.963670803161837,5.1445173040744185,5.726372389606732,4.947670530396804,5.524465553264645,4.806624231456684,4.166829548301273,7.0179570524293595,4.703951307176071
Gene_15,6.227459935,7.307142754282428,4.3925167654387725,6.184633858532305,6.259882794248424,6.781822872,4.763049289121918,4.679543386915723,6.521941565616897,6.296984673233186,5.8213191123920165,6.752891081493785,5.385055897483957,5.174834100254462,6.226238088667421,7.117933822727152,4.830684734913531,5.8498521679825615,4.267505405032672,5.606798996
Gene_16,6.250492850345877,6.346448209496976,5.319975278421509,6.232253697161004,6.293072473298682,5.285648581973632,7.865774511144757,6.4738329209117875,4.808696502797352,6.656553609,6.034204684538075,5.145375358244935,5.5430081661747685,4.5917732316925495,6.077078611381493,7.0556942488831496,4.902856130229536,5.377328233447617,6.502546246454182,7.212090719322736
Gene_17,5.025318329772679,6.787084603742452,7.158595579007404,5.179317681648289,6.963376129244322,6.412780926936498,6.82206016,7.896792982653947,5.754611883997129,5.246263835642511,4.506810187791069,5.831215262584051,6.283130822319525,5.897943609371152,3.523207933122913,6.501090009308772,7.519336351090644,6.116661751169503,4.9688939467057365,5.486872753635717
Gene_18,5.110485570374477,5.184189715034561,5.922898290585896,6.341151974816644,6.276690799330019,6.827183249036024,6.013001891877907,7.453534077157316,5.735343166762044,8.720169166589619,7.769913067655593,6.909962540860558,6.640026618384329,6.356412583534376,5.338862887809028,5.799428819344231,5.9220772643214845,6.549574316064444,7.508918894266904,7.1183381367931275
Gene_19,6.625667347765006,5.142842443583717,4.929107501938888,6.482472415243185,5.776537214674149,6.714000494092092,6.473237624573545,5.927171087343127,5.153206281931595,4.485152775314136,4.580615644203959,6.2239949689010485,6.736763345167897,6.618860330144635,5.370766236612581,8.914109215768361,4.722915437668881,4.916811553,6.233595081261576,8.116803054963853
Gene_20,5.553485047932979,6.856398794323472,6.214093744130204,4.7542612212880115,6.173180925851182,6.3853173797288365,5.116142563798867,6.153725105945528,6.058208718,4.857029702169377,5.163805149295829,5.734171634353007,7.077293673015693,5.982137845112266,5.665396145469704,6.565632902,6.272517990229593,7.030438785636791,7.291468889065364,6.3070030600053615
Gene_21,6.357787360348283,6.560784526368234,7.083051243175277,7.053802052034903,4.6223306320429085,5.062174960084877,6.515035267,6.513785950912209,6.515047686306048,9.852731491,6.291732725378309,6.214110982286133,6.489130556649288,6.055170637871464,5.999391517677711,7.196627120827243,7.516116180355043,4.492447055366579,6.0100211517405695,5.311305566554765
Gene_22,6.570890510693167,7.135565640180599,6.954001763493203,6.651391251305798,5.684730755359654,6.758969220493268,5.227174785462428,5.763181393259991,5.514636452170897,6.081874139386323,5.689028533513928,6.402516209735321,6.669438371542468,5.887873556388655,4.086659665277197,5.034954419,6.896499670200166,3.2595735779650687,7.187427152,6.5212299906445415
Gene_23,8.314658566673508,4.1327348074082515,6.686260190374513,4.387284128810348,5.528068134210566,7.088950596967366,6.064280019095463,4.922255222070694,5.284696290740031,6.679597748934675,7.316176081530022,5.8014308131190395,3.938594575977095,6.430362641506498,7.274653124038341,6.924721805513421,5.337308516511965,6.086761075462647,5.467163731220076,5.180733535810628
Gene_24,5.2696333682828636,6.216458589581975,6.045571839903814,5.348399652394183,8.143944089325325,6.633919022318011,3.974857413342393,6.186454314769428,5.338213535231612,6.852433334796224,6.955388571179851,4.802467688734838,5.106183569418388,4.895974366527614,4.509752476700953,6.1464142918426035,7.1615030484819755,5.815123243754734,4.4942521994358335,6.839944539742028
Gene_25,5.207479262,5.885263558533101,6.504987278980457,6.865755194170122,4.7997035929442236,5.665498764159052,5.5250546888390435,5.346670767426288,7.765454240281096,6.404981710960955,7.685701754034971,5.353757675853405,5.521445733282282,6.515660630083394,7.621873747785052,5.480165854274774,4.667550219001795,6.6314186062724065,6.799068073142299,6.006131450435227
Gene_26,4.739116045664955,6.917861947054776,8.122156197012632,7.032465260551147,4.480630034045987,5.5157659271337485,7.2669111491866225,5.292330534381219,6.443819428146228,6.774634053429336,5.441866740342549,6.994378730992047,6.528036004547964,5.231564483096507,6.049094731305671,4.648292467975353,6.685890456,5.737766430617144,5.564289167615263,5.967125514847566
Gene_27,5.073069528421917,5.940474644,2.7587326599309274,4.975612359,5.747431849,4.7522168180351505,7.632411303931635,4.5698586220393675,5.5599555133030165,6.130740577286091,6.040307699330248,6.894930062,6.5910905313252215,5.843590721207197,6.763668149718995,6.400737253691613,5.573400363713963,5.875281841763514,5.8517771111568795,6.505261343174202
Gene_28,7.441273289066116,4.564137848820561,7.163163752,6.010233061019587,5.018491348952049,6.462103474,6.199059696,5.399783122841205,6.069802084990019,5.614686403,5.632977385278358,5.609590813578366,7.9687573094339585,6.939735481747104,5.239399335574861,6.570940993942198,6.118350065655177,6.391551175260094,6.137341324565105,7.189642645485236
Gene_29,6.113517345251248,6.6621306745210465,7.586016816145352,4.7621845011731505,8.133033374656266,4.047912200477498,5.848214904964417,6.588317206484577,6.2809918677350325,5.377300480179406,6.345620344651445,5.937911301785713,7.0421905769830175,6.233285041087872,6.121478579329058,6.314022602486115,5.9063909766336335,6.009226992995469,5.413305411238127,5.248832780376121
Gene_30,5.791877749642725,5.506999065341168,5.410635243055788,6.849602097021025,6.357015485965047,5.307090404739346,6.899599875433251,6.307299520876609,6.812862119,6.629628841923612,5.001429614,4.6080167132029235,5.120282638615444,5.825732965533074,6.103117582445637,5.728703437,3.644296509872642,7.5745863577623425,7.086480122890382,6.445759851217129
Gene_31,5.171004989077928,5.439818959803031,6.747293605123262,6.610370265433465,5.979098406035852,6.117327383308782,7.2776648957884245,5.408428611,6.547097381170038,5.797807347566106,7.907490672553268,5.022635883,7.887625120626005,5.034785923249452,6.238737925291357,4.726162674865796,6.014694095544367,6.3861664979983885,5.845309668865445,6.713877444090137
Gene_32,5.782318796772779,7.098776852,6.825416349,6.813509636000639,7.305478807154329,6.021003841632759,6.6819529712949635,5.689733243406544,6.324166352488442,5.869856945632315,6.099014449487258,5.477585271622491,5.433186682197661,6.810913772615696,5.346257970193032,6.915402970484937,7.222711792831931,4.331286138,7.132926387301035,8.060422698444698
Gene_33,6.096995964992718,6.595157025436913,5.181779316766527,8.092387276,4.993982618500298,4.785811387212268,7.158110873500068,6.791662693962936,6.624119817052155,6.628345509,6.252003761201928,6.5990841852948225,7.037005324369159,5.724517684820977,6.1822802235378695,4.685800470376891,6.138635028530451,6.498111995644542,6.516163022926469,7.065424724
Gene_34,5.987753227153085,5.102745628514168,6.075804558193727,5.322838288487889,6.975119733417751,5.8529426184978615,5.1745028032074885,5.678614158347006,6.412931454275625,5.436275447196025,5.225197821864471,5.467393243326503,7.895507345991355,5.849671626,6.200033787312328,5.932989958274779,5.178319173694978,7.623529210891807,5.472298588079394,4.872714476
Gene_35,5.177779604433568,6.243687211491912,6.244966571108723,5.493056825,5.528961694381677,6.232049937357636,4.551915658502676,4.592536225623444,5.281555778747564,5.786552848288153,5.549259722697248,3.9982939982744665,5.348712535016818,5.031871402147673,6.617428630927324,5.326585760440127,6.887803935578848,7.398483993069322,6.781175336287599,5.784611711139924
Gene_36,6.310907565598004,7.475356216949552,6.857659623,5.840061470036573,5.9809837920973115,4.997470635362191,5.981486864,5.711341361079862,6.32271856,5.172769056447677,6.141114496705593,4.475015059855941,5.866220627478761,5.1395615319331664,6.694326381149299,8.572752389244474,6.4998216359738095,4.008859851045333,5.638769807085627,6.122490925374454
Gene_37,6.519346514241172,7.532738913002578,5.891239851543142,6.401711722098941,6.690143991711112,5.5987795281141635,6.224092481810417,6.012592400781795,6.097676098548832,5.226990216144533,6.087357425260263,5.269186874391247,6.245291742636935,4.757499163080613,5.055091277314933,6.6457976416037114,4.9843367691201745,6.538211605492258,4.630536225343942,7.764825883791736
Gene_38,6.024510174258943,6.497998291,7.451143607795042,6.9592708260852065,8.153182457511557,5.232652437,6.872320636720678,6.183342005738352,8.189802933217672,5.191701714644848,5.225730077595945,5.776333428196556,6.330613261090406,5.434650047498906,6.143405961071305,6.575356724520126,6.960613232503485,6.791497435972957,5.828189536197326,5.853368225956398
Gene_39,5.160278157819224,5.400607354555978,3.876104275690193,5.474244978319239,5.240867338446302,6.150393786476208,6.3417559757771595,7.876170839215886,6.950423838,5.423096344337597,8.349108558025033,6.949889068249292,5.078176343679786,6.099988163765552,5.664856861221807,5.864665766,4.770504842291912,5.588076765614047,7.811555773193913,6.579076300875503
Gene_40,5.101585328651642,6.491919171506506,4.679766792979358,7.831458765854354,7.179440120721287,5.530824347895296,4.286865470909122,7.353872374165412,5.885460154747382,7.237816311973462,3.508838592,7.216723492497946,7.089629522909162,5.640714695693584,6.717263543783215,5.140600789182799,5.529744283733643,7.498546360669854,5.728269960130292,4.130268338045009
Gene_41,4.405572341205633,5.400624977046228,6.005243699718183,6.046980593764742,5.549934528520756,6.622849932347499,4.932379570617406,5.857620514978707,6.120295631711899,6.514438834058749,5.936696777218663,5.921411607085643,7.198368569,6.014336422,5.578417688559707,7.0450561452312055,6.120790233,5.249977318434283,7.154997560541617,6.193661764516799
Gene_42,6.711614878,4.8753579081621305,4.465885829264378,7.277676821898509,6.332314011979592,5.251513463443446,7.551151975522523,6.1156746342928585,7.179297184063826,6.067518481410109,6.002925966679438,6.177908391411655,4.9293316285834035,5.4723462238216625,6.003582601832783,5.805336305,7.272428382816596,6.217405852727003,6.854903922636402,6.009395354575849
Gene_43,8.060747924881987,7.755340842443204,5.751035851520927,6.971570950954355,6.645375949585148,7.368631557532349,5.0350765394198955,6.686051459998439,7.058424486849588,4.2412605135768855,7.056288483746123,6.397527756573154,6.013420485,5.986716911040981,5.045561373709036,6.506915720136311,5.959795265463621,5.498008039818796,7.106461770812071,4.749783974105199
Gene_44,4.816741487334225,3.9607678222398994,5.730593165555442,6.717542255795962,7.502357052096028,6.074094780419776,7.628615545571292,4.619898541785108,4.296617560644846,5.944452301103381,5.577504104567566,7.027718748779534,6.315522940920253,5.952141072347243,6.251003543150147,6.179414171048841,4.483337453714078,5.650738114652039,7.616521654513749,5.340675865222832
Gene_45,6.384065448939308,5.967305251905907,3.9325578999601234,5.910879960487212,4.695530499495147,6.669672548830039,6.366598246096848,5.060120213672644,5.486133082663306,4.940786478111049,5.681698985895666,5.458379236690813,5.912984776681863,5.416877168675702,6.486741502,6.197313412290266,6.773547615107018,4.949058834,5.659659517117097,5.774277368387865
Gene_46,5.937320902726828,6.955142320501238,5.014273953664456,6.504046515517844,5.469742381627559,5.207127167737656,5.892969640045442,4.964757677580626,5.446350694652818,4.802122107411152,6.4556469100885945,5.206778802792965,6.915653804258344,7.186415590517608,5.011127652364416,5.509127105106434,5.468068491707908,8.632386204677498,5.570099894792113,7.677625442156135
Gene_47,7.9647251329163895,6.035263551971728,5.300274492007414,6.213979910734222,5.88767195,5.779030400466777,6.614166700043425,6.757507710047305,5.4694988523894725,5.424181759,4.733368005,5.010349033835636,5.313395468151799,5.154310688553478,5.732101265841501,5.291221797278502,5.180658407265426,7.158471996473327,7.223793622513165,6.949296498375316
Gene_48,5.724948302848356,3.698078835264415,4.484808937801448,7.3668742674445244,7.644967713501284,5.750963960443622,6.576556963055767,6.311250154543536,9.078880808455239,7.119574911434577,6.523998955584328,6.092743065779552,5.502969309334091,5.046842495244908,6.362995703432688,4.826369607453202,5.006079070824606,7.152913256,7.900649041722087,6.393295138166481
Gene_49,5.872082408519233,5.0444595593995745,4.3935536797424275,6.203463635867223,5.243649254715697,4.577746290402326,5.353427115757474,4.918451996385605,7.687141635072565,6.8816397569494505,7.106457152294644,5.754151682556016,4.662325813912316,6.612171618618584,6.5692893232700635,6.071668553880244,5.757624541894889,6.962210578581098,5.014266966572525,5.2262194211093425
Gene_50,5.992027358683383,7.479944138890026,6.077368307647618,5.138715798671736,7.5231240772696575,6.538910043684659,4.962753845673544,5.8096613219163915,5.124381746615243,4.6172002690356635,4.991893493239572,6.0849729626358275,4.912106987890741,5.315757819484756,5.294244437772802,5.739391667666042,4.512625553596023,6.087204992037267,7.247303650664678,6.135491372316762
Gene_51,6.926177547531641,7.9094166404701305,4.601432426180859,6.562969236690571,5.3493574308781735,5.512874616235304,5.407606075761131,5.136009230320184,6.048521627944827,5.169049883588962,7.541321144801321,7.333998185876926,6.777735047247854,6.074685842636885,6.022500388245439,6.763799772,5.6083293904959675,4.117479248532536,6.492004054,4.868931370065029
Gene_52,6.2704568257798385,5.949761890550863,5.761051953,5.092436337958402,5.423228669431667,6.755391225825756,6.500917187624381,5.022444755201449,6.099332305429225,6.751387123371789,5.037858771809615,6.000223947995788,5.904875122,4.587924394,6.1654915641331405,6.966139660861049,4.871658429734217,7.272483330848759,4.439829174870056,8.117324144370954
Gene_53,4.330594718878628,6.543360192379935,5.337376241054153,6.570598668593159,5.236740843457483,4.1951178993354805,4.372457562116837,6.048084946661382,6.259722501721482,5.095683374895591,5.588739569516517,6.145616996826892,4.107966428,5.937863933530691,6.228482177718192,5.913837895900506,5.436918922947626,5.053435481472185,7.130526619537311,6.030807135
Gene_54,6.638592458777374,4.338479938,5.9339202013526835,4.788983800237544,5.3481638921978405,6.047398671316414,5.139586634716047,5.615444455770175,7.0062928092144405,5.423108130476852,7.540752376516773,5.473517645205077,5.565205306627783,6.815594244596163,4.377025037996436,4.786536639847077,7.097484971353164,4.8280660707768055,4.180948984697452,7.868527188073091
Gene_55,6.835692112065142,4.870293145342382,6.529804177915283,7.441568621,3.5283554998727107,5.203104744529523,6.577072127,5.796954613957007,6.371145873371309,5.396014813,4.606182352125795,6.1841193983281695,6.0690851927242715,3.1893716833819163,5.732682976832191,6.448413249,6.354309381518861,6.903520683803501,5.612508685094566,6.712504442092161
Gene_56,6.086589787,5.844322765,7.167782061659807,6.254420843301213,6.337602662075202,5.588123033877532,5.512393775927507,5.5674418121803795,6.394452142378297,5.5790155191797375,5.310670931919928,4.589532583587225,4.702271624318767,4.537889544804585,7.009585967891194,4.485426490941443,6.274038840649303,5.734075805927567,5.897351426549369,7.363607295199699
Gene_57,6.289774856896413,8.075400799,6.8711247034316925,5.6739764678321585,7.201213922163944,5.591924626978448,3.961875464822146,4.991913689082596,4.129208078974145,5.648486515958691,5.561572632784727,6.6116015615496835,6.037563351381111,5.847981094367302,8.299969124386473,4.558658254,7.289131835437445,6.656406565489972,5.520475005368216,7.629318517441612
Gene_58,6.018418379189551,7.676437312275283,6.326927373764162,5.780899471191136,6.829405581183489,3.788864690992115,6.235614558108566,6.770865193886967,4.521413754220158,7.143754043206929,4.151889887611463,5.478233342700928,4.791517795730924,6.412083465,4.886935898812823,6.433063946741319,5.813563584178446,5.520646057343916,6.388647246033311,5.731378376061936
Gene_59,6.338496407494414,5.584712086099199,6.632781866106285,8.270692857804395,6.1818662550584955,6.248220586300336,5.540639100459756,5.150155630535208,6.830335816544245,5.1439161740911326,4.9113651569409615,8.801372989634979,5.512832816970856,3.7823909198479853,5.1579013102786115,4.732723312,6.826145616040516,6.321652659591586,6.398712801790344,5.629977534162756
Gene_60,6.071566237219392,5.522342553234884,6.478979825746392,6.333662105286948,7.037539944257899,5.489983601145253,5.730125064706629,5.021236284217693,5.555706739923888,6.377300493044852,5.720649752943078,5.629068896392332,5.918806815864531,6.835333435364835,6.3360754125053464,6.500112829620867,6.4995589082492025,6.884442437381738,6.288150041540255,6.358848072678919
Gene_61,6.756988616645351,5.077834675822374,6.86960592,7.3556378588049505,6.413434903223701,7.876795812558066,5.2262108008964265,4.755345296688583,4.221279751095722,7.496044311489183,7.188806241193157,5.334954081996888,5.1442574200484925,4.814078400813144,6.182914563620256,4.146267758780876,6.4621540960596775,5.890806905499447,7.134639699821057,5.32808269
Gene_62,6.654365656354058,5.944415329089545,6.279968626,4.874510952701623,8.445751979616826,6.129221181975227,6.109394794604893,6.725766623898692,6.481009231736714,6.223884024279132,5.796681714582493,7.122203333293369,7.383135646778152,5.319847634,6.181781233,6.294418977684048,6.373653405621148,5.7374243406843775,7.281383398123635,4.110296516378455
Gene_63,5.209525544554688,6.471468357135996,7.882024496475034,7.3454200461549775,7.5931866266393975,5.488784323568815,5.010395179741419,5.874213079900352,6.055724912288695,7.094191518470948,5.578869765198916,6.447930732772947,6.457224811949343,7.352759030614763,7.198225393201287,5.714458374692776,7.299871243530605,5.285958256222545,6.930887382791838,7.810522478420993
Gene_64,4.307535370285181,7.529550319460614,5.8419921014210106,5.57311893,4.987895624739832,4.345143328134231,6.823170583961915,6.073317967188403,4.710039100258946,4.704921227936384,9.427603882193294,7.847135665,8.170992771,6.708333164622255,8.585366179559573,7.166688693502007,7.069105026244488,6.731226811985827,7.032036686003661,8.420386029888084
Gene_65,5.664215300709872,7.669021525289393,5.740408648636395,4.496857046881894,5.754256935914055,5.72727643,3.3031133570584283,5.945705133482188,5.769065469791322,6.696206364813419,6.273614581165705,5.399493364586037,7.069283706395183,5.791794742010034,5.212277566734481,6.226292267243436,7.963552833543816,6.335160566535118,5.637144372626393,4.472538643881296
Gene_66,7.848956094945345,7.126565029547757,5.731111309445169,4.893474091,8.573359803249861,6.059218434014488,6.013929291912946,5.975874912889997,6.198084760767855,5.855639588076057,7.394133036,8.230479137565323,7.9799313017598354,6.794888877635683,7.074181845824771,8.942712889960573,9.503322822789123,7.213301433340904,8.799942010079178,6.729759644751568
Gene_67,5.4263379931197635,5.453141058759607,5.9672467297840015,5.456575228866235,5.287154217322835,6.106430227691897,5.745022782579145,7.503992988582689,3.349030191606988,7.091506851922462,7.404316281994952,6.245235847894237,6.949641498616534,4.284906652817461,6.677637101924888,5.992325936315496,6.851929070790843,6.914867798,6.065784689474749,5.399170360904085
Gene_68,7.246085192497629,3.9266097675918505,5.657312405919651,5.628559134004209,4.5924883052821786,5.222183312409125,4.889424154534171,7.7522704434236225,6.9356783931474615,7.2715550949941585,6.779696182179494,5.939845500594872,5.127215046472357,5.079847768542314,4.522835583687618,5.489708840436936,7.102692046074378,6.177829799705434,5.470232294076959,6.804855938180079
Gene_69,6.7216720640432355,4.870948228782771,5.475479733720226,6.489374561227918,4.777872191108054,6.712998430172388,5.759674601841865,5.625179192450402,6.7109599682034915,6.444263311,5.167523378276611,6.0953502743327785,5.820369627274484,6.779130625588352,4.422771629080499,5.149802254185344,4.361754340905467,5.740403278,7.2114275036324305,5.494552790346473
Gene_70,5.639033834,7.159329803364248,4.918936672400102,6.615935606944264,6.593101257968383,5.690453560686009,6.326133022242118,4.748886423614697,6.924027019206901,5.8150978635570105,5.489316061804349,6.871724424184136,7.068549558,5.911428933,6.684714854049892,4.923045459122053,7.377974333925414,8.148706293937051,6.521215791188725,3.9156683786571995
Gene_71,5.477276979,7.0490092258368895,5.295656309,4.591538703636441,4.443370826476096,6.606009951,4.719570647503717,7.754794181984365,3.918070592116278,7.696456368290038,5.441769737602216,6.612825321669321,5.578517002833637,7.272198554250098,6.588157264435865,5.293524499234204,6.032264810771252,5.106166779,5.817415121587558,5.445406759567448
Gene_72,6.211017467202619,5.903286888129608,5.4550809131910505,6.399136114352071,5.962365297575151,7.103301882016521,6.114227648662039,6.150301761461877,5.636387787786144,5.9430543762789325,7.174761800233038,8.116012056830995,4.5688116667642475,4.076783713790248,5.754827578148614,4.481584301171317,6.046211603670917,6.748936113805927,7.494141897266825,6.201394558715281
Gene_73,6.307801768892059,4.289831607343374,4.651814577894287,6.743264094022715,6.170865438127942,5.8160166636473205,6.018433933065393,6.347581705361671,5.460240319690638,5.221695274597687,5.806844775150421,4.021615083426916,6.026185149185799,6.071287260549462,6.6389568142127455,5.291511898470909,5.5649474,4.521997744695816,3.7087071931159348,4.891502909203217
Gene_74,6.195845255097682,5.021627222384968,6.4082527557144715,4.297416395762159,7.029155637325644,6.472597482413043,6.256029734313875,6.982690983945514,7.665474444462577,7.014370065018131,4.4296741857469835,6.336712295420611,5.481865943333142,5.461762869925211,5.015586953824788,2.7674345674875664,7.508310748747551,4.9997294772232115,5.587579930150093,4.545107835
Gene_75,4.159125768668355,4.720423033264298,5.375181422304321,6.026091050210834,6.517659020469123,5.274256186846534,6.1867667644770785,5.2446170676466775,5.388482197008051,4.5933389031517775,6.971930343440634,6.143428937037324,5.173634714734131,5.607770388655976,7.678179922,5.927030568118722,5.818266462384094,5.0586185138607345,4.105418849527697,5.839961326420656
Gene_76,5.076766753889096,4.648315394383666,5.024126747022668,7.053641797,5.050601111168057,8.632382065,6.493317900880889,6.184836123694874,5.141642219818786,6.700309879408992,6.325485112324618,7.099584464,3.7515034655003445,4.874903672976971,5.419258909,5.996519151426798,5.854966308471577,5.878311314312731,6.408096058569945,5.096706889220891
Gene_77,5.424362173762226,6.122009814645361,8.560084538268795,5.9039401,7.149273326285676,5.296823574874113,5.9650115095030385,7.770800636,5.373032942212233,7.8124485579969285,6.934141442233694,6.4334524416994805,5.680167735871921,7.600907991888915,7.556416035571766,6.932895355193809,2.9814432294322075,7.578945092717976,6.794758522471934,8.006408637712937
Gene_78,6.707751935455476,5.437533224105732,6.632407739055521,6.97255445,6.621809962217196,4.429775280109544,5.272862824175132,5.752481364448495,5.925566570899954,6.620672097550678,7.237464591733539,7.578342677497286,6.878654850180379,7.348693198645512,7.994123741,6.216554738378206,4.4277694559218705,5.692539099984858,6.389945599383437,6.074887584371558
Gene_79,6.177701000933254,4.664655641289899,6.380197851005963,6.6105857452838235,6.559790447931039,7.080780725554622,6.833922154548904,6.459180079228437,5.929834288541353,4.339039066484009,4.753438033840574,4.368932374805021,5.258837331365171,6.807739555984151,7.580339770822969,6.916567613777701,7.057427287114136,5.919184426836442,4.257917542294036,5.544779419117295
Gene_80,6.4296182191325855,6.207687687163111,6.271578837195373,4.723251424179691,4.918943459591738,7.053152853332904,5.960444846143345,6.681500697372624,6.0283183761304615,6.0297561394957455,5.741235588127621,5.502947513164318,6.054694865374626,6.44141976,6.853015188243497,5.721880135633666,4.0962405943554066,5.517122280708865,6.043710396991984,7.222807922133408
Gene_81,6.938283805975997,5.4839552717826265,6.0961207769409835,5.537724711294958,5.565503772567684,5.690827876531361,6.222133771633713,5.5212513783365225,7.255756125573521,5.105392697780496,5.432192157815894,6.512543628399402,6.290087899635433,6.043900533123389,6.930533319324591,5.339158803247419,5.424813550356483,5.988099176905772,5.359853495,6.508012291
Gene_82,5.813128355838641,5.560268941725825,7.446977884353733,6.196554776511575,7.031844539468635,4.5144396269630285,6.267050265869258,6.889630795623437,6.082283989275425,7.065480375065351,5.286807695633867,6.226304207745135,5.899827231213243,6.214925964776706,5.540258604936961,5.660911705473173,6.096009268,6.2020745061613125,5.995798084608844,7.705362356513084
Gene_83,5.482711549899628,7.40934744,8.298898124,5.637161439560341,5.554497478599228,7.453384477117701,7.579572145730713,5.477139972846731,5.579813182904143,5.718215391139493,5.009263081258716,5.9357962050472866,4.426370977883016,6.372081478667386,4.884753463623186,5.721689744123424,5.627935674668674,6.280891126601172,5.447209082,5.404694302306018
